Id,EventDate,EventID,RoundNumber,GameID,Condition,Scenario,Length,WinnerFaction,WinnerCCCode,WinnerMeta,WinnerTheme1,WinnerTheme2,WinnerCaster1,WinnerCaster2,WinnerCP,WinnerAPD,OpponentFaction,OpponentCCCode,OpponentMeta,OpponentTheme1,OpponentTheme2,OpponentCaster1,OpponentCaster2,OpponentCP,OpponentAPD
549,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,ca7f70fb-27de-4c89-adf1-325d85fd47bc,Scenario,6. Recon,3,Cryx,c45s1b_-0Ugz1wkw1f1f1v1v1v1v0tj62Bkj___-0U0B1w1f1f1v1v1v1v1vj62kf02B2Bkj32,,[Theme] Black Industries,[Theme] Black Industries,Aiakos 2,Deneghra 2,5,65,Retribution of Scyrah,c55s1b_-0z0z1g1g439vhJ3y3yhKk8hN3u3xhThT___-0Xg01gjsjsjs9v3y3y3y3J2w3Jjt2V312V31,,[Theme] Defenders of Ios,[Theme] Legions of Dawn,Rahn 1,Helynna 1,0,23
550,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,258629b0-9f2b-4b45-a5b7-c382e2b6f5ec,Scenario,6. Recon,3,Cygnar,c15s1b_-0oiO9B9B9B9Banagjz9u9K9L9M___-0FidiPic7jaminie8MayiNihig9T9Vikil,,[Theme] Sons of the Tempest,[Theme] Gravediggers,Kraye 1,Brisbane 2,6,3,Grymkin,ce5s1b_-0shxh2h2h7j6hlhohphph8h8h8hahehehh___-0rhvh2h2hyhyh6h3h3h3h3j6hmhmhmhmhn,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,King of Nothing 1,1,0
551,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,62c8ac49-54c2-494b-8124-3298af082b09,Scenario,6. Recon,6,Retribution of Scyrah,c55s1b_-0z0z1g1g439v3y3W3Lk8hO3x3uhThT___-0zgxjsjsjsjs3W3LdP35363536hOhT,,[Theme] Defenders of Ios,[Theme] Defenders of Ios,Rahn 1,Elara 2,8,111,Cygnar,c15s1b_-0oiO9B9B9B9Bakanagjz9u9McW___-0Fid9Gicamg8if9uieie8MayiMiha2igig9U9V,,[Theme] Sons of the Tempest,[Theme] Gravediggers,Kraye 1,Brisbane 2,3,23
552,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,f93fe3a6-b923-4279-b909-50fa48d94a10,Scenario,6. Recon,5,Legion of Everblight,ca5s1b_-0-aCkEaRfIb9kPkPb6b8csfTfT___-0lgNbveJeJfxfxcocobdaYjDbibifTb3b4,,[Theme] Primal Terrors,[Theme] Ravens of War,Thagrosh 1,Fyanna 2,10,48,Trollbloods,c75s1b_-0aj10r0j0jjq6G2Q6M0l0m6liTbK0b0c___-0G590rjojqj20ki-ezezj4j4iTbKj3,,[Theme] Band of Heroes,[Theme] Storm of the North,Kolgrima 1,Grim 1,5,31
553,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,13e6a7de-4c61-4c11-ad33-df9b1479b863,Disqualification,6. Recon,0,Skorne,c95s1b_-0I4r4x6S4C4C6N6u6u6v6v6H5Qft5Rft5Rft5U___-0kju6U6U6U6U4x6N6v6vgg5U6q6q6p6FhV,,[Theme] The Exalted,[Theme] Winds of Death,Zaal 1,Jalaam 1,0,0,Khador,c35s1b_-0f470d0d7t7t8t8M8I7-7-7X7W7X7W7X7W___-0fhz0d0d7t7t8t8M8I7-7-7X7W7X7W7X7W,,[Theme] Winter Guard Kommand,[Theme] Winter Guard Kommand,Sorscha 1,Old Witch 2,0,0
554,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,4a595657-bfe9-4c53-9e84-e14a7ee67ac0,Assassination,6. Recon,3,Skorne,c95s1b_-0LgO6r6r4x5z5G6A6A2Q5U5UhVhV___-0kju6U6U6U6U6U6S6v5U5UhVhV,,[Theme] Imperial Warhost,[Theme] Winds of Death,Zaadesh 2,Jalaam 1,0,10,Trollbloods,c75s1b_-0bj1jnjn9Djp0hjqfJfF6RfpjD0ki-___-0aiV9DiY0jjq6G4k6M0Ofl0li-iTbKcE,,[Theme] The Power of Dhunia,[Theme] Band of Heroes,Kolgrima 1,Borka 2,2,2
555,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,6ef17f6f-2df7-44ec-bfec-90fd5003d299,Disqualification,6. Recon,0,Grymkin,ce5s1b_-0shxh2h5h7j6hlhoh9h9h9hbhjhehh___-0rhuh2h2hyhyh5h7h3h3h3hmhmhmhmhr,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,Heretic 1,0,0,Grymkin,ce5s1b_-0rhxh2h2hyhyh5h7h3h3h3hmhmhmhmhnh8___-0rhuh2h2hyh5h5h5h5hmhmhmhmh9h9h9,,[Theme] Dark Menagerie,[Theme] Dark Menagerie,Old Witch 3,Heretic 1,0,0
556,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,e60977e0-1028-4485-9a6f-2a2a0bd462c3,Scenario,6. Recon,4,Retribution of Scyrah,c55s1b_-0Xg01gjs0v0vjt9v3y3y3y3J2V313u2V313u___-0z0z1g1g439v3y3ydPfWhK4J4J35363uhO3uhT,,[Theme] Legions of Dawn,[Theme] Defenders of Ios,Helynna 1,Rahn 1,9,54,Protectorate of Menoth,,,,,,,4,20
557,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,756c1f49-95f4-457c-a2f2-8268e83fede7,Scenario,6. Recon,5,Trollbloods,c75s1b_-0bfL0r9DiRcz5L0hjq7d6R0l0m6n6n___-0GiV9DiRjojq6G4kj20li-iZiZezezj5,,[Theme] The Power of Dhunia,[Theme] Storm of the North,Ragnor 1,Borka 2,5,47,Khador,c35s1b_-0f477p7pdH8t8rgc7Z7-7-7X7W7X7Wi6i6___-0Tf-7q7qhF8p8q8q4ich7M7Qgd7Qgd,,[Theme] Winter Guard Kommand,[Theme] Armored Corps,Sorscha 1,Kozlov 1,0,15
558,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,112648a5-797c-453c-b1d5-c965d783f288,Scenario,6. Recon,4,Khador,c35s1b_-0fhz0d7t7t8t8r8M8I7S7T7-7-7Y7Wi6___-0xf-7q0d0d7s7thF7phF8y758Ich,,[Theme] Winter Guard Kommand,[Theme] Jaws of the Wolf,Old Witch 2,Kozlov 1,5,26,Legion of Everblight,ca5s1b_-0-gNkEbvcocokPb6b6b8csb8csfT__aHbwaOeKkaeba_b0fThW,,[Theme] Primal Terrors,[Theme] Legion of Everblight (default),Fyanna 2,Rhyas 1,0,11
559,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,76ce7bc3-49a2-4f2b-a759-1d4d275cc993,Assassination,6. Recon,2,Cryx,c45s1b_-0Uf_1f1f1v1v1v1v1v0te21h1hf0323232___-0B0B19191h1h2Ai22Ej6f0i5dWhZh_bB,,[Theme] Black Industries,[Theme] Dark Host,Agathia 1,Deneghra 2,0,10,Khador,c35s1b_-0yf-7p7p8f9ndidijy8xfSbP7K7K___-0KbW7ldZ8f8s8h8h8888d1d1,,[Theme] Legion of Steel,[Theme] Wolves of Winter,Kozlov 1,Vladimir 3,0,0
560,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,42b0e573-c7dc-4386-998f-8501a9801d42,Death Clock,6. Recon,6,Mercenaries,c65s1b___-0Jb_9o9o9o9494939393937j3W7kfC7y9hirchch8M___-0J5p5Z5Z5W7j3WfC7y9u6iiAiAiBiBiBiB,,,[Theme] The Irregulars,,Ossrum 1,5,24,Minions,cb5s1b_-0P424c4c4c4dfIbMbOhm4kjR7yk6bF2N___-0vjP4djMjMjWfIfIjRfgjYkckci3,,[Theme] Will Work for Food,[Theme] The Blindwater Congregation,Barnabas 1,Jaga-Jaga 1,1,54
561,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,c91e0ca6-0dfb-4139-b269-9d858f032718,Scenario,6. Recon,6,Skorne,c95s1b_-0Lg26r4v4v4v4xhG4Cea4v4x5V2NhVhV___-0Lju6reFeF6U6U4v4v4x4x6S5GfI5V,,[Theme] Imperial Warhost,[Theme] Imperial Warhost,Xekaar 1,Jalaam 1,9,60,Grymkin,ce5s1b_-0rhxh2h2hyh7h7h3h3h3hmhmhmhmhr___-0shuh2h2h6j6hlhohphph9h9hihihehehh,,[Theme] Dark Menagerie,[Theme] Bump in the Night,Old Witch 3,Heretic 1,4,65
562,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,2c52f0b4-51a0-4ba8-beda-4db6b1e4f739,Assassination,6. Recon,2,Cryx,c45s1b_-0Vf_1919kw1s1skp2Ikq1Y1_kkkoky___-0U0B1w1f1f1v1v1v1v1vj6f02B2B3232,,[Theme] Slaughter Fleet Raiders,[Theme] Black Industries,Agathia 1,Deneghra 2,1,19,Khador,c35s1b_-0f478FdZe30d8tgc8M8I7S7T7W7-7-7X7W___-0Tf-0d7t7thFhF8p8p8q8q4ich7Qgd7Qgd,,[Theme] Winter Guard Kommand,[Theme] Armored Corps,Sorscha 1,Kozlov 1,0,10
563,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,5ed86f62-bbde-41f6-8d96-2707ded36551,Assassination,6. Recon,2,Retribution of Scyrah,c55s1b_-0Agx4E4p9v3y3y3X3X3-3Pc_dK3v3m3o3m3o___-0h0z1g1g430v0v9v3y3y3y3W4L0whM3i3u,,[Theme] Shadows of the Retribution,[Theme] Forges of War,Elara 2,Rahn 1,0,10,Minions,cb5s1b_-0v424c4d4djM2Q2QbOfFkckc2Ni3i3___-0PjP4c4cjTjMjN2TeMeM2Q2N,,[Theme] The Blindwater Congregation,[Theme] Will Work for Food,Barnabas 1,Jaga-Jaga 1,0,7
564,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,3f617810-ade0-4345-83b9-12f72fb60c39,Assassination,6. Recon,4,Skorne,c95s1b_-0Zju5G6A6vcv6ycS5UeI6c6d6c6d6h___-0LgO6r6reFeF6U4v4x4C5GfF5U5VhV,,[Theme] Masters of War,[Theme] Imperial Warhost,Jalaam 1,Zaadesh 2,5,103,Legion of Everblight,ca5s1b_-0lgNbveJeJbej6fxbdbdaYaYbifTfT___-0taHkHkNaOeKbbbefIb9b92NhWhW,,[Theme] Ravens of War,[Theme] Oracles of Annihilation,Fyanna 2,Rhyas 1,0,54
565,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,d1688cce-9e7a-4623-bf39-0093ee09601e,Death Clock,6. Recon,5,Trollbloods,c75s1b_-0biVjn9DiRjp0h0jjq7d6Rfp0k0m___-0Gj19DiR0hjq6Ghm0li-iZiZezezj5cC,,[Theme] The Power of Dhunia,[Theme] Storm of the North,Borka 2,Kolgrima 1,8,56,Convergence of Cyriss,cc5s1b_-0ijBdmdBdbdfdfdgdgdzdFdF___-0Sd8dBd9d9j6dEdEdEdEdcdcdqdqdqdzds,,[Theme] Destruction Initiative,[Theme] Clockwork Legions,Orion 1,Axis 1,8,55
566,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,30df8c1b-a100-47f4-85ba-a5877e6ce022,Assassination,6. Recon,7,Grymkin,ce5s1b_-0shuh2h4h7h7j6hlhohphphbhjhbhjhchehh___-0rhxh2h2hyhyhyh5h3h3h3hmhmhmhnhr,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Heretic 1,Old Witch 3,8,133,Retribution of Scyrah,c55s1b_-0zgx4E1ghJ3y3W3L4141dPfW4J4J35363uhO3uhT___-0h0z1g43gj0u9v3y3y4L3i3u3i,,[Theme] Defenders of Ios,[Theme] Forges of War,Elara 2,Rahn 1,6,84
567,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,ead4e3df-8b82-4b57-ac28-dab9686c4e9a,Scenario,6. Recon,6,Retribution of Scyrah,c55s1b_-0zgx0ujtjt3y3LdP7535363u35363uhO___-0A0Hgj3y3W3X3-f3f3c-c-3m3o3m3ohP,,[Theme] Defenders of Ios,[Theme] Shadows of the Retribution,Elara 2,Ravyn 1,12,122,Mercenaries,c65s1b_-0Jb_9o94949293939vj63WfCfjiq8Mk8hX___-0R5r5X5Z5Z5W9v7kg89u7z2q2viF,,[Theme] The Irregulars,[Theme] Llaelese Resistance,Ossrum 1,Ashlynn 1,7,67
568,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,63e8ce43-e753-468f-bf7a-2267b9a681c3,Assassination,6. Recon,3,Grymkin,ce5s1b_-0shxh2h2h7j6hlhohphph8h8h8hahehehh___-0rhuh2h2hyhyh5h5h6h7h3h3hmhmhmhmhr,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,Heretic 1,0,16,Legion of Everblight,ca5s1b_-0-aHkEkH28bvb9kPb8csb8csfT___-0taCaPaPaPaP29aRbbbbbbbebecob9jx,,[Theme] Primal Terrors,[Theme] Oracles of Annihilation,Rhyas 1,Thagrosh 1,2,22
569,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,7511ca12-4248-4fce-bda4-8bf6a0df9b4d,Disqualification,6. Recon,0,Cygnar,c15s1b_-0niO9B9F9G9Gawakan9najiPim9b9bii___-0FidiPicaming8if9uieiealaliNiha0igig9U9V,,[Theme] Heavy Metal,[Theme] Gravediggers,Kraye 1,Brisbane 2,0,0,Skorne,c95s1b_-0I4r4y4A4A4C6u6u6u6HeN5Rft5Rft5Rft5U___-0LgO6r6r4x5z5G6A6A5U5VhVhV,,[Theme] The Exalted,[Theme] Imperial Warhost,Zaal 1,Zaadesh 2,0,0
570,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,0ac0aaf1-b5df-49fb-ae13-852bee598ad6,Assassination,6. Recon,6,Grymkin,ce5s1b_-0rhuh2h2hyhyh5h7h7h3h3hmhmhmhmhnhr___-0rhvh2h2h2hyhyh6h6h3h3h3hmhmhmhmhn,,[Theme] Dark Menagerie,[Theme] Dark Menagerie,Heretic 1,King of Nothing 1,13,89,Skorne,c95s1b_-0I4r4x5z6A6u6u6u6H5Rft5Rft5Rft5U___-0LgO6r4x4x4C4C4C5D5DfF5U5UhVhV,,[Theme] The Exalted,[Theme] Imperial Warhost,Zaal 1,Zaadesh 2,14,77
571,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,7e12b184-81b8-41c6-9bca-5e8c701a72ec,Assassination,6. Recon,3,Skorne,c95s1b_-0LgO6r6r4x4D5G6A7y5U5UhVhV___-0Lju6r6U6U6U6U4x6S4C4CfIcv5U5VhV,,[Theme] Imperial Warhost,[Theme] Imperial Warhost,Zaadesh 2,Jalaam 1,3,44,Cygnar,c15s1b_-0ngw9G9G9y9Hakaz9Banaj9c9R9S___-0efNh09Hakanaj9cao7zfjdhaea5a6bz,,[Theme] Heavy Metal,[Theme] Storm Division,Jakes 2,Maddox 1,0,0
572,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,11d963f7-d4b5-40c5-8e8f-98a324ad20c9,Scenario,6. Recon,7,Convergence of Cyriss,cc5s1b_-0Sd8dndndBdEdEdEdEdcdcdcdqdqdqdzdu___-0ijBdmdmdBdododbdddCdedfdfdfdg,,[Theme] Clockwork Legions,[Theme] Destruction Initiative,Axis 1,Orion 1,13,83,Cygnar,c15s1b_-0efN9b9H9Hakanaj9caoacaca5a6a7___-0niO9B9B9b9b9E9GakanajiP8May,,[Theme] Storm Division,[Theme] Heavy Metal,Maddox 1,Kraye 1,8,32
573,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,55e7c3e0-ea1e-4e38-89b0-9c6640d8d37c,Scenario,6. Recon,3,Cryx,c45s1b_-0B0B19191h1h2Ai22Ej6f0i5dWhZh_bB___-0g0WkA1919jA2DhC2t2a203g203g203gbB,,[Theme] Dark Host,[Theme] The Ghost Fleet,Deneghra 2,Terminus 1,8,4,Convergence of Cyriss,cc5s1b_-0Sd8dBd9d9dCdEdEdEdqdzdwdudu___-0idkdBd6d6dbdddedfdfdfdzdFdF,,[Theme] Clockwork Legions,[Theme] Destruction Initiative,Axis 1,Directrix 1,0,23
574,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,462ac535-4dec-4f31-a689-2a77b3ce1bda,Death Clock,6. Recon,4,Grymkin,ce5s1b_-0rhwh2hyhyh5h7h3h3h3hmhmhmhmhnh8hr___-0rhxh2hyh5h5h7h3h3h3hmhmhmhmhnhr,,[Theme] Dark Menagerie,[Theme] Dark Menagerie,Wanderer 1,Old Witch 3,3,0,Legion of Everblight,ca5s1b_-0taCkHbvaRbefIb9bjbljDhWhW___-0-aHkE2Qb9kPb6b8csb8csfPfTfT,,[Theme] Oracles of Annihilation,[Theme] Primal Terrors,Thagrosh 1,Rhyas 1,4,30
575,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,2ad1dd59-be43-4194-8ffa-7de96c82508e,Assassination,6. Recon,3,Grymkin,ce5s1b_-0shxh2h2h7j6hlhohphph8h8h8hahehehh___-0rhvh2h2hyhyh6h3h3h3h3j6hmhmhmhmhn,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,King of Nothing 1,1,61,Cryx,c45s1b_-0g0W1a1ue-jA2DhC2t2a203g203g203gbB___-0U0B1w1x1f1f1u1v0t3h1u2B32,,[Theme] The Ghost Fleet,[Theme] Black Industries,Terminus 1,Deneghra 2,0,35
576,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,1,22570e16-bab9-4d45-b533-6bdedaee3f3e,Scenario,6. Recon,3,Trollbloods,,,,,,,7,57,Khador,c35s1b_-0Tf-7p7p8p8p8q8q4i7M7Qgd7Qgd___-0fhz7t7t7te37t8t8M8I7Z7-7X7W7X7W7X7W,,[Theme] Armored Corps,[Theme] Winter Guard Kommand,Kozlov 1,Old Witch 2,1,15
577,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,95539611-da71-47e1-80c9-d9920e48310d,Tie Breakers,1. The Pit,7,Grymkin,ce5s1b_-0rhuh2h2hyhyh5h7h7h3h3hmhmhmhmhnhr___-0rhvh2h2h2hyhyh6h6h3h3h3hmhmhmhmhn,,[Theme] Dark Menagerie,[Theme] Dark Menagerie,Heretic 1,King of Nothing 1,5,120,Trollbloods,,,,,,,5,71
578,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,e59cbd39-9901-4ed2-a09d-a16f0c64b10f,Death Clock,1. The Pit,4,Convergence of Cyriss,cc5s1b_-0Sd8dndndBdEdEdEdEdcdcdcdqdqdqdzdu___-0ijBdmdmdBdododbdddCdedfdfdfdg,,[Theme] Clockwork Legions,[Theme] Destruction Initiative,Axis 1,Orion 1,3,10,Grymkin,ce5s1b_-0shxh2h2h7j6hlhohphph8h8h8hahehehh___-0rhuh2h2hyhyh5h5h6h7h3h3hmhmhmhmhr,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,Heretic 1,0,12
579,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,5a21eb91-8443-4e99-b005-495d3dee8346,Assassination,1. The Pit,4,Retribution of Scyrah,c55s1b_-0zgx0ujtjt3y3LdP7535363u35363uhO___-0A0Hgj3y3W3X3-f3f3c-c-3m3o3m3ohP,,[Theme] Defenders of Ios,[Theme] Shadows of the Retribution,Elara 2,Ravyn 1,5,110,Skorne,c95s1b_-0LgO6r6r4x4D5G6A7y5U5UhVhV___-0Lju6r6U6U6U6U4x6S4C4CfIcv5U5VhV,,[Theme] Imperial Warhost,[Theme] Imperial Warhost,Zaadesh 2,Jalaam 1,2,8
580,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,f21b360d-e8d2-4fff-bcac-2628d76294cf,Assassination,1. The Pit,5,Cygnar,c15s1b_-0oiO9B9B9B9Bakanjz9u9M8May___-0Fid9Gicamg89uieie8Mayig9T9Uikil,,[Theme] Sons of the Tempest,[Theme] Gravediggers,Kraye 1,Brisbane 2,0,89,Legion of Everblight,ca5s1b_-0-aCkEaRfIb9kPkPb6b8csfTfT___-0lgNbveJeJfxfxcocobdaYjDbibifTb3b4,,[Theme] Primal Terrors,[Theme] Ravens of War,Thagrosh 1,Fyanna 2,1,21
581,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,2d54c2ea-3c29-4a5d-8f46-aefa2cf853eb,Scenario,1. The Pit,6,Legion of Everblight,ca5s1b_-0taHbvcOkNkNaObubeb9b9jxhWhW___-0uaCg_aReKbbbbbbfIkacocobkblaY2N,,[Theme] Oracles of Annihilation,[Theme] Children of the Dragon,Rhyas 1,Thagrosh 1,5,39,Skorne,c95s1b_-0LgO6r4x4x4D5G6A6AfF5UhVhV___-0I4r4C5D6N6u6u6u6v6v6H5Rft5Rft5Rft2N,,[Theme] Imperial Warhost,[Theme] The Exalted,Zaadesh 2,Zaal 1,0,82
582,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,7dcd2756-1350-426d-87bf-1d6dd59f533d,Tie Breakers,1. The Pit,7,Skorne,c95s1b_-0Lg26r4v4v4v4xhG4Cea4v4x5V2NhVhV___-0Lju6reFeF6U6U4v4v4x4x6S5GfI5V,,[Theme] Imperial Warhost,[Theme] Imperial Warhost,Xekaar 1,Jalaam 1,5,68,Grymkin,ce5s1b_-0shuh2h4h7h7j6hlhohphphbhjhbhjhchehh___-0rhxh2h2hyhyhyh5h3h3h3hmhmhmhnhr,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Heretic 1,Old Witch 3,2,119
583,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,99fa68be-3c4c-4b99-a1cb-956de9345cf1,Death Clock,1. The Pit,5,Skorne,c95s1b_-0LgO6r6r4x5z5G6A6A2Q5U5UhVhV___-0kju6U6U6U6U6U6S6v5U5UhVhV,,[Theme] Imperial Warhost,[Theme] Winds of Death,Zaadesh 2,Jalaam 1,0,42,Retribution of Scyrah,c55s1b_-0Xg01gjs0v0vjt9v3y3y3y3J2V313u2V313u___-0z0z1g1g439v3y3ydPfWhK4J4J35363uhO3uhT,,[Theme] Legions of Dawn,[Theme] Defenders of Ios,Helynna 1,Rahn 1,2,57
584,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,b51d7275-2994-4c25-b366-f26aaa1c9bed,Scenario,1. The Pit,5,Skorne,c95s1b_-0Zju5G6A6vcv6ycS5UeI6c6d6c6d6h___-0LgO6r6reFeF6U4v4x4C5GfF5U5VhV,,[Theme] Masters of War,[Theme] Imperial Warhost,Jalaam 1,Zaadesh 2,5,28,Retribution of Scyrah,c55s1b_-0z0z1g1g439v3y3W3Lk8hO3x3uhThT___-0zgxjsjsjsjs3W3LdP35363536hOhT,,[Theme] Defenders of Ios,[Theme] Defenders of Ios,Rahn 1,Elara 2,0,36
585,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,e8b3ad2c-d080-4d56-9d09-6dcd53ab21dd,Assassination,1. The Pit,5,Skorne,c95s1b_-0IgO4y6S4A4C6A6u6u6vhm6H5Rft5Rft5V___-0kju6r4x4C5D6N6vgg5U6q6p6FhVhV,,[Theme] The Exalted,[Theme] Winds of Death,Zaadesh 2,Jalaam 1,3,59,Grymkin,ce5s1b_-0shxh2h2h7j6hlhohphph8h8h8hahehehh___-0rhvh2h2hyhyh6h3h3h3h3j6hmhmhmhmhn,,[Theme] Bump in the Night,[Theme] Dark Menagerie,Old Witch 3,King of Nothing 1,1,10
586,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,acadcd0b-ab21-4b19-8620-e085930d4812,Assassination,1. The Pit,3,Mercenaries,c65s1b_-0R5r5Z5Z5Z5W7jj67kg89u7_9ma5a6a99U9V9X___-0Jb_9o9o94949492929293957j3W7k7m7yir8M,,[Theme] Llaelese Resistance,[Theme] The Irregulars,Ashlynn 1,Ossrum 1,0,55,Trollbloods,c75s1b_-0biVjn9DiRjp0h0jjq7d6Rfp0k0m___-0Gj19DiR0hjq6Ghm0li-iZiZezezj5cC,,[Theme] The Power of Dhunia,[Theme] Storm of the North,Borka 2,Kolgrima 1,0,5
587,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,58ed4802-a821-4ba8-94ad-5bf7c83313de,Tie Breakers,1. The Pit,7,Cryx,c45s1b_-0Ugz1wkw1f1f1v1v1v1v0tj62Bkj___-0U0B1w1f1f1v1v1v1v1vj62kf02B2Bkj32,,[Theme] Black Industries,[Theme] Black Industries,Aiakos 2,Deneghra 2,6,56,Cryx,c45s1b_-0B0B19191h1h2Ai22Ej6f0i5dWhZh_bB___-0g0WkA1919jA2DhC2t2a203g203g203gbB,,[Theme] Dark Host,[Theme] The Ghost Fleet,Deneghra 2,Terminus 1,5,84
588,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,e2d07ebb-343a-41ad-953b-53daac04ed39,Scenario,1. The Pit,4,Legion of Everblight,ca5s1b_-0tgNbveJeJkNkNbbbbbeb9bjbljDhW___-0uaCg_aReKbbbbbbfIbacobjblaYjx2N,,[Theme] Oracles of Annihilation,[Theme] Children of the Dragon,Fyanna 2,Thagrosh 1,5,26,Retribution of Scyrah,c55s1b_-0Agx4E4p9v3y3y3X3X3-3Pc_dK3v3m3o3m3o___-0h0z1g1g430v0v9v3y3y3y3W4L0whM3i3u,,[Theme] Shadows of the Retribution,[Theme] Forges of War,Elara 2,Rahn 1,0,19
589,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,2bc659e6-f5fb-4087-aa9c-6529fedccacd,Scenario,1. The Pit,4,Trollbloods,c75s1b_-0bfL0r9DiRcz5L0hjq7d6R0l0m6n6n___-0GiV9DiRjojq6G4kj20li-iZiZezezj5,,[Theme] The Power of Dhunia,[Theme] Storm of the North,Ragnor 1,Borka 2,5,29,Cygnar,c15s1b_-0oiO9B9B9B9Banagjz9u9K9L9M___-0FidiPic7jaminie8MayiNihig9T9Vikil,,[Theme] Sons of the Tempest,[Theme] Gravediggers,Kraye 1,Brisbane 2,0,4
590,4/5/2018,4f3a6fdf-65d2-47b8-9b2c-5db86fe6309a,2,fbe5c58e-b2b0-40bf-bdfe-2ae6ef7c37df,Scenario,1. The Pit,7,Grymkin,ce5s1b_-0rhwh2hyhyh5h7h3h3h3hmhmhmhmhnh8hr___-0rhxh2hyh5h5h7h3h3h3hmhmhmhmhnhr,,[Theme] Dark Menagerie,[Theme] Dark Menagerie,Wanderer 1,Old Witch 3,7,65,Khador,c35s1b_-0fhz0d7t7t8t8r8M8I7S7T7-7-7Y7Wi6___-0xf-7q0d0d7s7thF7phF8y758Ich,,[Theme] Winter Guard Kommand,[Theme] Jaws of the Wolf,Old Witch 2,Kozlov 1,2,48
