Id,EventDate,EventID,RoundNumber,GameID,Condition,Scenario,Length,WinnerFaction,WinnerCCCode,WinnerMeta,WinnerTheme1,WinnerTheme2,WinnerCaster1,WinnerCaster2,WinnerCP,WinnerAPD,OpponentFaction,OpponentCCCode,OpponentMeta,OpponentTheme1,OpponentTheme2,OpponentCaster1,OpponentCaster2,OpponentCP,OpponentAPD
1,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,1,8ff76442-d9ed-4b65-9b4d-78bc34236b51,Assassination,1. The Pit,4,Protectorate of Menoth,,,,,,,1,70,Skorne,,,,,,,0,0
2,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,1,41e8a06c-c2a1-4b3d-949c-bdc52754e105,Death Clock,1. The Pit,6,Khador,,,,,,,1,30,Trollbloods,,,,,,,0,0
3,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,1,e89ae5ce-7eef-4c4f-a44c-78f2881f5415,Assassination,1. The Pit,5,Cygnar,,,,,,,5,50,Trollbloods,,,,,,,1,0
4,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,2,2c6553f1-2868-4fd3-b591-ef88dc14eed3,Assassination,6. Recon,0,Khador,,,,,,,0,40,Cygnar,,,,,,,0,0
5,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,2,6664b8c3-805e-46aa-9f74-e1cfa363e165,Scenario,6. Recon,0,Protectorate of Menoth,,,,,,,5,50,Circle Orboros,,,,,,,0,0
6,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,2,90ad0974-d5cf-4388-8c77-ab05e509d38d,Scenario,6. Recon,5,Trollbloods,,,,,,,5,0,Trollbloods,,,,,,,0,0
7,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,3,af67c40b-8352-4088-b275-44eee308c48e,Scenario,6. Recon,4,Trollbloods,,,,,,,5,0,Circle Orboros,,,,,,,0,0
8,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,3,e1167f45-b30a-4712-a49b-78b0210171bb,Assassination,6. Recon,3,Cygnar,,,,,,,0,70,Skorne,,,,,,,0,0
9,5/11/2018,5392cc26-fff9-493e-88c6-d0fd656a6252,3,349c5d22-2939-4bd7-9792-84345f9f802b,Scenario,6. Recon,7,Khador,,,,,,,8,0,Protectorate of Menoth,,,,,,,3,0
10,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,1,c5330aec-5904-4ce0-8dba-9659265606f7,Concession,3. Spread the Net,5,Cygnar,c1101b_-0n7C9c9cf6c0akanaj9cae___-0ebS9c9c9c9caofjahahacacbzbz,"Madison, WI",[Theme] Heavy Metal,[Theme] Storm Division,Stryker 1,Nemo 3,3,88,Khador,c3101b_-0K7b7p7p8shF4i888988898889d1___-0y797p7pkWdijy8x7H7I7H7I7K,"Milwaukee, WI",[Theme] Wolves of Winter,[Theme] Legion of Steel,Zerkova 1,Irusk 2,1,46
11,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,1,cda9129c-09b7-4f87-8bc7-cd6a7d9580a8,Scenario,3. Spread the Net,5,Cygnar,,"Madison, WI",,,,,10,130,Legion of Everblight,ca101bfd28bvkMaOeKbbbbfUfUa_b0jx___-0tcVkOkEbvbfaMbubbb9b9jx,"Oshkosh, WI",[Theme] Legion of Everblight (default),[Theme] Oracles of Annihilation,Twins 2,Lylyth 3,2,47
12,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,1,aefae5b3-e173-4f49-9df1-b2a77b8cbf5f,Scenario,3. Spread the Net,3,Circle Orboros,c8101b_-0p5C4QjEjEjEcng4g4g45g5gc95e5e5f5f___-0jgM4B5H5H5H5H5H5Hfrc94k545i5f5656,"Chicago, IL",[Theme] The Bones of Orboros,[Theme] The Devourer's Host,Baldur 2,Una 2,5,17,Cygnar,,"Milwaukee, WI",,,,,0,14
13,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,1,03aaeda7-f281-4092-bf31-0aa0c4fd6b99,Assassination,3. Spread the Net,2,Convergence of Cyriss,cc101b_-0ijBdBdbdbdddedfdfdgdgdF___-0Sd8dBd9d9dEdEdEdEdcdcdcdqdqdqdzds,"Milwaukee, WI",[Theme] Destruction Initiative,[Theme] Clockwork Legions,Orion 1,Axis 1,1,33,Cryx,c4101b_-0g0WkA1919jA2DhC2t2a203g203g203gbB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] The Ghost Fleet,[Theme] Black Industries,Terminus 1,Deneghra 2,1,4
14,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,1,44b09c77-899e-4417-9a4e-cb8cb46b10a5,Scenario,3. Spread the Net,4,Minions,,"Oshkosh, WI",,,,,8,5,Trollbloods,c7101b_-0bj10r0r9Djp0hjq7d6Rfp0li-___-0a4N0r0jjq6G6G6M6MiTbK0b0ccC0b0ccC,"Milwaukee, WI",[Theme] The Power of Dhunia,[Theme] Band of Heroes,Kolgrima 1,Madrak 1,3,9
15,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,2,7d547451-25c8-43ce-84aa-8a631ebcb5b5,Assassination,6. Recon,3,Cryx,c4101b_-0g0WkA1919jA2DhC2t2a203g203g203gbB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] The Ghost Fleet,[Theme] Black Industries,Terminus 1,Deneghra 2,0,44,Cygnar,,"Madison, WI",,,,,0,0
16,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,2,af704ffc-e89a-4e6d-bdb9-c5a7fd43e7bb,Scenario,6. Recon,4,Cygnar,c1101b_-0n7C9c9cf6c0akanaj9cae___-0ebS9c9c9c9caofjahahacacbzbz,"Madison, WI",[Theme] Heavy Metal,[Theme] Storm Division,Stryker 1,Nemo 3,8,80,Minions,,"Oshkosh, WI",,,,,0,24
17,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,2,9c16be0c-0274-4176-a2c4-926b1113f904,Scenario,6. Recon,5,Khador,c3101b_-0K7b7p7p8shF4i888988898889d1___-0y797p7pkWdijy8x7H7I7H7I7K,"Milwaukee, WI",[Theme] Wolves of Winter,[Theme] Legion of Steel,Zerkova 1,Irusk 2,9,44,Trollbloods,c7101b_-0bj10r0r9Djp0hjq7d6Rfp0li-___-0a4N0r0jjq6G6G6M6MiTbK0b0ccC0b0ccC,"Milwaukee, WI",[Theme] The Power of Dhunia,[Theme] Band of Heroes,Kolgrima 1,Madrak 1,2,24
18,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,2,315fcb07-6af2-4da5-9d10-aaf5994c4cc8,Assassination,6. Recon,1,Legion of Everblight,ca101bfd28bvkMaOeKbbbbfUfUa_b0jx___-0tcVkOkEbvbfaMbubbb9b9jx,"Oshkosh, WI",[Theme] Legion of Everblight (default),[Theme] Oracles of Annihilation,Twins 2,Lylyth 3,0,10,Cygnar,,"Milwaukee, WI",,,,,0,0
19,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,2,e79f9e1b-65b3-4fda-9519-246d27a3391e,Scenario,6. Recon,6,Convergence of Cyriss,cc101b_-0ijBdBdbdbdddedfdfdgdgdF___-0Sd8dBd9d9dEdEdEdEdcdcdcdqdqdqdzds,"Milwaukee, WI",[Theme] Destruction Initiative,[Theme] Clockwork Legions,Orion 1,Axis 1,8,96,Circle Orboros,c8101b_-0p5C4QjEjEjEcng4g4g45g5gc95e5e5f5f___-0jgM4B5H5H5H5H5H5Hfrc94k545i5f5656,"Chicago, IL",[Theme] The Bones of Orboros,[Theme] The Devourer's Host,Baldur 2,Una 2,2,59
20,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,3,3ae95e46-9ed9-4b59-887d-b89d7e3d5515,Scenario,2. Standoff,6,Minions,,"Oshkosh, WI",,,,,5,94,Khador,c3101b_-0K7b7p7p8shF4i888988898889d1___-0y797p7pkWdijy8x7H7I7H7I7K,"Milwaukee, WI",[Theme] Wolves of Winter,[Theme] Legion of Steel,Zerkova 1,Irusk 2,5,13
21,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,3,973f05f5-a312-46ad-b11a-4abe46e8f3b9,Scenario,2. Standoff,3,Cryx,c4101b_-0g0WkA1919jA2DhC2t2a203g203g203gbB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] The Ghost Fleet,[Theme] Black Industries,Terminus 1,Deneghra 2,6,65,Legion of Everblight,ca101bfd28bvkMaOeKbbbbfUfUa_b0jx___-0tcVkOkEbvbfaMbubbb9b9jx,"Oshkosh, WI",[Theme] Legion of Everblight (default),[Theme] Oracles of Annihilation,Twins 2,Lylyth 3,1,41
22,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,3,41d10c02-b798-48a6-a23a-32430b159680,Scenario,2. Standoff,4,Cygnar,c1101b_-0n7C9c9cf6c0akanaj9cae___-0ebS9c9c9c9caofjahahacacbzbz,"Madison, WI",[Theme] Heavy Metal,[Theme] Storm Division,Stryker 1,Nemo 3,8,113,Convergence of Cyriss,cc101b_-0ijBdBdbdbdddedfdfdgdgdF___-0Sd8dBd9d9dEdEdEdEdcdcdcdqdqdqdzds,"Milwaukee, WI",[Theme] Destruction Initiative,[Theme] Clockwork Legions,Orion 1,Axis 1,3,8
23,5/12/2018,738413f5-6cac-4164-85ec-7d255b07ff18,3,132a3df7-35c4-4afd-82f2-55a0afe649b7,Assassination,2. Standoff,4,Cygnar,,"Madison, WI",,,,,2,60,Circle Orboros,c8101b_-0p5C4QjEjEjEcng4g4g45g5gc95e5e5f5f___-0jgM4B5H5H5H5H5H5Hfrc94k545i5f5656,"Chicago, IL",[Theme] The Bones of Orboros,[Theme] The Devourer's Host,Baldur 2,Una 2,2,18
25,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,03a1c5ab-0ee9-44ac-a327-7971f6546789,Scenario,3. Spread the Net,4,Retribution of Scyrah,,,,,,,5,44,Trollbloods,,,,,,,1,22
26,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,8633ac4c-3bbe-4c56-a4b7-18c312cc9399,Assassination,3. Spread the Net,6,Cygnar,,,,,,,3,13,Khador,,,,,,,7,10
27,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,7bdf88b4-6668-48fe-9c4c-77b19b3042f8,Scenario,3. Spread the Net,2,Skorne,,,,,,,5,113,Cryx,,,,,,,0,1
28,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,280e329e-23a1-4708-a35c-84f503796fd1,Assassination,3. Spread the Net,5,Legion of Everblight,,,,,,,2,28,Trollbloods,,,,,,,1,34
29,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,05c8f48e-769e-4ca3-b66e-281ba4e15af1,Scenario,3. Spread the Net,4,Trollbloods,,,,,,,7,22,Legion of Everblight,,,,,,,1,1
30,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,84d1bf9b-6e3b-46d3-b96e-da296f75fb62,Assassination,3. Spread the Net,6,Legion of Everblight,,,,,,,5,83,Cryx,,,,,,,5,23
31,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,1,cf98fe1b-fbce-4799-99ef-693a1866f00e,Scenario,3. Spread the Net,0,Cygnar,,,,,,,5,100,Retribution of Scyrah,,,,,,,0,0
32,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,20cda05c-d3c3-4948-8c45-910abadc132a,Scenario,6. Recon,5,Skorne,,,,,,,7,55,Retribution of Scyrah,,,,,,,2,89
33,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,66f17027-ee59-44c0-bcc0-87e641a66aac,Assassination,6. Recon,4,Cygnar,,,,,,,1,63,Trollbloods,,,,,,,3,19
34,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,f9525d06-cceb-4d4b-999a-fadd8c152b6b,Assassination,6. Recon,2,Cygnar,,,,,,,0,10,Legion of Everblight,,,,,,,0,0
35,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,07d38885-b758-4efb-9282-013dd927380b,Assassination,6. Recon,2,Legion of Everblight,,,,,,,0,10,Cygnar,,,,,,,1,22
36,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,17e92611-d37f-479e-a57b-f639c4a363fe,Scenario,6. Recon,4,Cryx,,,,,,,10,107,Trollbloods,,,,,,,3,8
37,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,5912ea2e-4e57-4c1a-84cc-8e9b7ddea4b2,Assassination,6. Recon,4,Retribution of Scyrah,,,,,,,0,25,Cryx,,,,,,,2,0
38,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,2,83cee3eb-424c-4b27-b3f5-963406b957e7,Assassination,6. Recon,4,Trollbloods,,,,,,,1,30,Legion of Everblight,,,,,,,0,12
39,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,fb3b42ee-784c-4ecf-b603-61d96890119a,Assassination,2. Standoff,3,Cygnar,,,,,,,3,80,Legion of Everblight,,,,,,,0,15
40,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,95b00d4f-21a0-4cca-aa03-cddda6df0720,Scenario,2. Standoff,4,Retribution of Scyrah,,,,,,,7,29,Cygnar,,,,,,,2,35
41,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,c036fd96-9f34-45bc-85f1-ae6aff8ab7a5,Scenario,2. Standoff,6,Cygnar,,,,,,,12,102,Skorne,,,,,,,7,56
42,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,805ecabb-b417-48ee-9669-f6f2807ce187,Assassination,2. Standoff,4,Retribution of Scyrah,,,,,,,1,73,Trollbloods,,,,,,,2,26
43,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,f678421d-61ee-4c24-99cf-eb094372863e,Scenario,2. Standoff,4,Cryx,,,,,,,6,89,Legion of Everblight,,,,,,,0,45
44,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,083ffbc7-8698-409a-bff3-b44fee281f6e,Assassination,2. Standoff,4,Cryx,,,,,,,4,61,Legion of Everblight,,,,,,,6,47
45,5/5/2018,3c7546f4-16ee-499c-a2a2-7342c52b536c,3,f83f5137-2561-4ee3-bff1-04733997cf01,Assassination,2. Standoff,4,Khador,,,,,,,3,62,Trollbloods,,,,,,,2,0
53,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,1,c4132198-eadb-4bf9-b3c8-e9ee1bb0456a,Death Clock,4. Breakdown,3,Circle Orboros,,"Stevens Point, WI",,,,,1,32,Skorne,,Appleton,,,,,1,36
54,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,1,23d62fdd-ff4f-425a-9459-1735af70cd96,Assassination,4. Breakdown,2,Legion of Everblight,,"Oshkosh, WI",,,,,0,10,Cygnar,,"Madison, WI",,,,,0,12
55,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,1,f3da062f-5929-41b8-8b80-bd78ed214a2f,Assassination,4. Breakdown,4,Cryx,,"Stevens Point, WI",,,,,2,67,Cygnar,,"Madison, WI",,,,,1,75
56,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,2,a03820ee-7cd2-42bc-b75a-5dd05da7b4d5,Scenario,6. Recon,5,Cryx,,"Stevens Point, WI",,,,,5,54,Legion of Everblight,,"Oshkosh, WI",,,,,1,26
57,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,2,a259dfb2-32c7-42f1-8e6a-6c9f95818eff,Scenario,6. Recon,7,Trollbloods,,"Stevens Point, WI",,,,,13,48,Circle Orboros,,"Stevens Point, WI",,,,,61,61
58,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,2,babd6d50-f451-43bd-8455-469455309370,Concession,6. Recon,3,Cygnar,,"Madison, WI",,,,,3,74,Skorne,,Appleton,,,,,0,18
59,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,3,dc4d404b-5b78-409d-b305-92b194a3b1d7,Scenario,1. The Pit,4,Cryx,,"Stevens Point, WI",,,,,5,20,Trollbloods,,"Stevens Point, WI",,,,,0,0
60,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,3,9a1c1593-644c-4b0d-8dfb-0314b9881439,Death Clock,1. The Pit,6,Cygnar,,"Madison, WI",,,,,7,76,Legion of Everblight,,"Oshkosh, WI",,,,,5,59
61,5/5/2018,f13b2c8c-2eef-44aa-b3fb-9055e34337e4,3,1286e1e7-b50d-4d3b-aed2-4031028d078b,Scenario,1. The Pit,3,Cygnar,,"Madison, WI",,,,,5,39,Circle Orboros,,"Stevens Point, WI",,,,,0,8
62,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,b709d0c4-4fd5-4c4d-a896-396a2727cda9,Scenario,1. The Pit,5,Circle Orboros,c8101b_-0jgM4B5H5H5H5H5H5Hfrc94k545i5f5656___-0p4a4QjFjF4H4Hg4g4g45g5gk85f5fi7,"Chicago, IL",[Theme] The Devourer's Host,[Theme] The Bones of Orboros,Una 2,Krueger 2,6,65,Grymkin,ce101b_-0rhvh2h2hyhyhyh4h4h5h5h6h6h7h7h7hmhmhmhmhn___-0rhth2h2hyhyh6h6h7h7h7h3h3j6hmhmhmhmhn,"Milwaukee, WI",[Theme] Dark Menagerie,[Theme] Dark Menagerie,King of Nothing 1,Dreamer 1,1,61
63,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,cb4cdcf7-066b-4c04-bfde-506f7a688927,Death Clock,1. The Pit,4,Cryx,,Green Bay,,,,,1,29,Skorne,c9101b_-0LgO6r6r6U4x4D5G6Acv5VhVhV___-0k6I4v4x6S4C6v6vcvgg5V6p6F6WhVhV,Menomonee,[Theme] Imperial Warhost,[Theme] Winds of Death,Zaadesh 2,Rasheth 1,0,29
64,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,6be21463-be54-4fea-8e14-99fbc4a3629b,Assassination,1. The Pit,3,Cryx,c4101b_-0B0Fd-1h1h2Ai22Ej62oi5i5i5bB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] Dark Host,[Theme] Black Industries,Skarre 1,Deneghra 2,0,12,Cygnar,c1101b_-0nbS9c9cf6akanaj9cbzbz___-0FeS9G9Aaminif9uieie6iiMiha09Uikil,"Chicago, IL",[Theme] Heavy Metal,[Theme] Gravediggers,Nemo 3,Haley 3,0,64
65,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,f6f53654-5bc1-4fe6-9b4d-aba85b1d0406,Death Clock,1. The Pit,5,Minions,cb101b_-0P131d1d0L0LfIbHj6bOjV7y7Ffy2N___-0v494cbN4djWj_bOk6k6jXkckckckc,Baraboo,[Theme] Will Work for Food,[Theme] The Blindwater Congregation,Arkadius 1,Maelok 1,5,33,Skorne,c9101b_-0Lju6reFeF6U4x6S4CfIea6reF5G5U___-0H3ZjcjgjgjR6w6w6L6LjX0Ofl0OfljDjO5U,"Madison, WI",[Theme] Imperial Warhost,[Theme] Disciples of Agony,Jalaam 1,Morghoul 2,2,33
66,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,13806abb-1a18-4575-bdf0-780b4751c1b2,Death Clock,1. The Pit,3,Trollbloods,c7101b_-0bfnjnjn9Djp0h4kfJfJ6Rfp0l0m___-0a4N0r9Djq6G6M6O0l0miTbKiTcB,Menomonee,[Theme] The Power of Dhunia,[Theme] Band of Heroes,Doomshaper 3,Madrak 1,3,16,Cryx,,"Milwaukee, WI",,,,,0,0
67,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,0bc73311-0050-45f3-b317-2009123c315e,Death Clock,1. The Pit,5,Trollbloods,c7101b_-0biViRiRjpiU7h0hjq6R6R0ki-k8___-0D59fm0ijqfI6G6Rffezj5j3,"Madison, WI",[Theme] The Power of Dhunia,[Theme] Kriel Company,Borka 2,Grim 1,5,17,Cryx,c4101b_-0B0F1h1h1h1h2Ai22oi5hZh_hZh_bBbB___-0Ukv1s1x1f1fe21s1sj62k2B2B3232,Baraboo,[Theme] Dark Host,[Theme] Black Industries,Skarre 1,Deneghra 1,0,58
68,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,6f1c7e48-5fe0-43ab-8e22-f748a273ca53,Assassination,1. The Pit,2,Legion of Everblight,,"Oshkosh, WI",,,,,0,19,Cygnar,c1101b_-0efN9G9Hakaj9cdhada5a6a5a6bz__8Wf5awaw7i3Wagag7_a49R9Sbz,"Milwaukee, WI",[Theme] Storm Division,[Theme] Cygnar (default),Maddox 1,Caine 2,0,0
69,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,c2d8191d-8f4f-4285-a5a1-d922eb8fdfff,Scenario,1. The Pit,5,Circle Orboros,c8101b_-0jcG5K4B5454eE4Z5q4_525w525w___-0pexjGjGjwjwjEjEjEjEjEg4g4g45gfF5e5e5f5f,Baraboo,[Theme] The Devourer's Host,[Theme] The Bones of Orboros,Morvahna 2,Thorle 1,5,72,Minions,,"Oshkosh, WI",,,,,0,25
70,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,1,c0b1f2cb-f64c-4ecc-b537-3797fa089ec4,Death Clock,1. The Pit,7,Cryx,c4101b_-0U0B1w1x1f1f1ue21h1hj62B2B3232___-0B0Fd-1h1h2Ai22E2n2oi5h-h_bBbB,"Milwaukee, WI",[Theme] Black Industries,[Theme] Dark Host,Deneghra 2,Skarre 1,5,30,Grymkin,,Green Bay,,,,,3,84
71,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,aca44fd5-f3fd-49b1-873f-7b89c0e1e2e6,Assassination,2. Standoff,2,Minions,cb101b_-0P131d1d0L0LfIbHj6bOjV7y7Ffy2N___-0v494cbN4djWj_bOk6k6jXkckckckc,Baraboo,[Theme] Will Work for Food,[Theme] The Blindwater Congregation,Arkadius 1,Maelok 1,3,10,Cryx,c4101b_-0B0F1h1h1h1h2Ai22oi5hZh_hZh_bBbB___-0Ukv1s1x1f1fe21s1sj62k2B2B3232,Baraboo,[Theme] Dark Host,[Theme] Black Industries,Skarre 1,Deneghra 1,0,15
72,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,24d4e0d0-7e6e-497e-a126-c672a6c80c66,Assassination,2. Standoff,5,Circle Orboros,c8101b_-0jgM4B5H5H5H5H5H5Hfrc94k545i5f5656___-0p4a4QjFjF4H4Hg4g4g45g5gk85f5fi7,"Chicago, IL",[Theme] The Devourer's Host,[Theme] The Bones of Orboros,Una 2,Krueger 2,5,83,Circle Orboros,c8101b_-0jcG5K4B5454eE4Z5q4_525w525w___-0pexjGjGjwjwjEjEjEjEjEg4g4g45gfF5e5e5f5f,Baraboo,[Theme] The Devourer's Host,[Theme] The Bones of Orboros,Morvahna 2,Thorle 1,5,76
73,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,18121007-795a-42c6-a629-e7770da106c5,Death Clock,2. Standoff,5,Cryx,c4101b_-0U0B1w1x1f1f1ue21h1hj62B2B3232___-0B0Fd-1h1h2Ai22E2n2oi5h-h_bBbB,"Milwaukee, WI",[Theme] Black Industries,[Theme] Dark Host,Deneghra 2,Skarre 1,4,77,Trollbloods,c7101b_-0biViRiRjpiU7h0hjq6R6R0ki-k8___-0D59fm0ijqfI6G6Rffezj5j3,"Madison, WI",[Theme] The Power of Dhunia,[Theme] Kriel Company,Borka 2,Grim 1,2,27
74,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,550a1901-df4c-43ba-aaed-e4abe219fa39,Scenario,2. Standoff,4,Cryx,c4101b_-0B0Fd-1h1h2Ai22Ej62oi5i5i5bB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] Dark Host,[Theme] Black Industries,Skarre 1,Deneghra 2,7,20,Trollbloods,c7101b_-0bfnjnjn9Djp0h4kfJfJ6Rfp0l0m___-0a4N0r9Djq6G6M6O0l0miTbKiTcB,Menomonee,[Theme] The Power of Dhunia,[Theme] Band of Heroes,Doomshaper 3,Madrak 1,1,21
75,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,e526293b-c128-4e3b-bd6e-e185991648f9,Death Clock,2. Standoff,4,Legion of Everblight,,"Oshkosh, WI",,,,,1,26,Cryx,,Green Bay,,,,,3,51
76,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,742b7dbd-a90e-41fe-a50d-e45301c85e86,Assassination,2. Standoff,3,Grymkin,,Green Bay,,,,,2,38,Grymkin,ce101b_-0rhvh2h2hyhyhyh4h4h5h5h6h6h7h7h7hmhmhmhmhn___-0rhth2h2hyhyh6h6h7h7h7h3h3j6hmhmhmhmhn,"Milwaukee, WI",[Theme] Dark Menagerie,[Theme] Dark Menagerie,King of Nothing 1,Dreamer 1,1,62
77,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,b706a840-c82d-4b18-acbe-d18ddf477e5e,Scenario,2. Standoff,3,Skorne,c9101b_-0Lju6reFeF6U4x6S4CfIea6reF5G5U___-0H3ZjcjgjgjR6w6w6L6LjX0Ofl0OfljDjO5U,"Madison, WI",[Theme] Imperial Warhost,[Theme] Disciples of Agony,Jalaam 1,Morghoul 2,5,8,Cygnar,c1101b_-0nbS9c9cf6akanaj9cbzbz___-0FeS9G9Aaminif9uieie6iiMiha09Uikil,"Chicago, IL",[Theme] Heavy Metal,[Theme] Gravediggers,Nemo 3,Haley 3,0,16
78,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,562acb8d-e2d4-417e-8eed-6f249f575590,Assassination,2. Standoff,2,Skorne,c9101b_-0LgO6r6r6U4x4D5G6Acv5VhVhV___-0k6I4v4x6S4C6v6vcvgg5V6p6F6WhVhV,Menomonee,[Theme] Imperial Warhost,[Theme] Winds of Death,Zaadesh 2,Rasheth 1,0,24,Cygnar,c1101b_-0efN9G9Hakaj9cdhada5a6a5a6bz__8Wf5awaw7i3Wagag7_a49R9Sbz,"Milwaukee, WI",[Theme] Storm Division,[Theme] Cygnar (default),Maddox 1,Caine 2,0,0
79,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,2,ab2d344d-d1cc-4ec6-88c1-b707ac9e8dd0,Scenario,2. Standoff,4,Cryx,,"Milwaukee, WI",,,,,6,94,Minions,,"Oshkosh, WI",,,,,0,0
80,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,3,647d91c1-bdd2-40f5-a741-8d8d3352e1f3,Scenario,5. Outlast,3,Cryx,c4101b_-0U0B1w1x1f1f1ue21h1hj62B2B3232___-0B0Fd-1h1h2Ai22E2n2oi5h-h_bBbB,"Milwaukee, WI",[Theme] Black Industries,[Theme] Dark Host,Deneghra 2,Skarre 1,5,96,Legion of Everblight,,"Oshkosh, WI",,,,,0,31
81,4/28/2018,ca4e2424-dd5c-4bbb-afb5-42717141301f,3,2b033cf9-8f6a-4e64-9dd4-6a69bfb12f76,Assassination,5. Outlast,2,Minions,cb101b_-0P131d1d0L0LfIbHj6bOjV7y7Ffy2N___-0v494cbN4djWj_bOk6k6jXkckckckc,Baraboo,[Theme] Will Work for Food,[Theme] The Blindwater Congregation,Arkadius 1,Maelok 1,1,30,Cryx,c4101b_-0B0Fd-1h1h2Ai22Ej62oi5i5i5bB___-0U0B1w191f1f1v1v1v1vj62k2kf02B2B3232,"Madison, WI",[Theme] Dark Host,[Theme] Black Industries,Skarre 1,Deneghra 2,0,0
